SPAN	CHARACTER	START OFFSET	END OFFSET	CHAPTER #	PASSAGE #
Colonel Fitzwilliam	Colonel Fitzwilliam	366906	366925	36	9
object	Colonel Fitzwilliam	366943	366949	36	9
she	Elizabeth	366951	366954	36	9
relations	Kitty	365880	365889	36	9
gentlemen	Mr. Darcy	366996	367005	37	0
gentlemen	Colonel Fitzwilliam	366996	367005	37	0
Mr. Collins	Mr. Collins	367041	367052	37	0
them	Colonel Fitzwilliam	367101	367105	37	0
them	Mr. Darcy	367101	367105	37	0
he	Mr. Collins	367342	367344	37	0
Lady Catherine	"Right Honourable Lady Catherine de
Bourgh"	367371	367385	37	0
daughter	Miss de Bourgh	367394	367402	37	0
ladyship	"Right Honourable Lady Catherine de
Bourgh"	367480	367488	37	0
she	"Right Honourable Lady Catherine de
Bourgh"	367505	367508	37	0
herself	"Right Honourable Lady Catherine de
Bourgh"	367514	367521	37	0
her	"Right Honourable Lady Catherine de
Bourgh"	367541	367544	37	0
her	"Right Honourable Lady Catherine de
Bourgh"	367591	367594	37	0
them	Mr. Collins	367569	367573	37	0
them	Elizabeth	367569	367573	37	0
them	Charlotte Lucas	367569	367573	37	0
them	Maria Lucas	367569	367573	37	0
Elizabeth	Elizabeth	367597	367606	37	0
Lady Catherine	"Right Honourable Lady Catherine de
Bourgh"	367621	367635	37	0
she	Elizabeth	367667	367670	37	0
she	Elizabeth	367682	367685	37	0
her	"Right Honourable Lady Catherine de
Bourgh"	367728	367731	37	0
niece	NON-CHARACTER	367746	367751	37	0
she	Elizabeth	367763	367766	37	0
ladyship	"Right Honourable Lady Catherine de
Bourgh"	367803	367811	37	0
she	"Right Honourable Lady Catherine de
Bourgh"	367855	367858	37	0
she	"Right Honourable Lady Catherine de
Bourgh"	367880	367883	37	0
she	Elizabeth	367925	367928	37	0
herself	Elizabeth	367936	367943	37	0
party	"Right Honourable Lady Catherine de
Bourgh"	368000	368005	37	0
party	Miss de Bourgh	368000	368005	37	0
I	"Right Honourable Lady Catherine de
Bourgh"	368008	368009	37	0
you	Elizabeth	368017	368020	37	0
you	Maria Lucas	368017	368020	37	0
you	Charlotte Lucas	368017	368020	37	0
you	Mr. Collins	368017	368020	37	0
I	"Right Honourable Lady Catherine de
Bourgh"	368022	368023	37	0
Lady Catherine	"Right Honourable Lady Catherine de
Bourgh"	368051	368065	37	0
I	"Right Honourable Lady Catherine de
Bourgh"	368068	368069	37	0
friends	NON-CHARACTER	368103	368110	37	0
I	"Right Honourable Lady Catherine de
Bourgh"	368122	368123	37	0
I	"Right Honourable Lady Catherine de
Bourgh"	368132	368133	37	0
men	Mr. Darcy	368174	368177	37	0
men	Colonel Fitzwilliam	368174	368177	37	0
them	Colonel Fitzwilliam	368188	368192	37	0
them	Mr. Darcy	368188	368192	37	0
me	"Right Honourable Lady Catherine de
Bourgh"	368219	368221	37	0
They	Mr. Darcy	368223	368227	37	0
They	Colonel Fitzwilliam	368223	368227	37	0
they	Colonel Fitzwilliam	368265	368269	37	0
they	Mr. Darcy	368265	368269	37	0
Colonel	Colonel Fitzwilliam	368291	368298	37	0
Darcy	Mr. Darcy	368352	368357	37	0
I	"Right Honourable Lady Catherine de
Bourgh"	368396	368397	37	0
Mr. Collins	Mr. Collins	368470	368481	37	3
mother	"Right Honourable Lady Catherine de
Bourgh"	368569	368575	37	3
daughter	Miss de Bourgh	368580	368588	37	3
Lady Catherine	"Right Honourable Lady Catherine de
Bourgh"	368591	368605	37	3
Miss Bennet	Elizabeth	368635	368646	37	3
herself	"Right Honourable Lady Catherine de
Bourgh"	368707	368714	37	3
she	Elizabeth	368734	368737	37	3
she	"Right Honourable Lady Catherine de
Bourgh"	368777	368780	37	3
you	Elizabeth	368815	368818	37	3
mother	Mrs. Bennet	368838	368844	37	3
you	Elizabeth	368858	368861	37	3
Mrs. Collins	Charlotte Lucas	368888	368900	37	3
I	"Right Honourable Lady Catherine de
Bourgh"	368936	368937	37	3
I	Elizabeth	368950	368951	37	3
ladyship	"Right Honourable Lady Catherine de
Bourgh"	368976	368984	37	3
Elizabeth	Elizabeth	369020	369029	37	3
I	Elizabeth	369072	369073	37	3
you	Elizabeth	369127	369130	37	3
I	"Right Honourable Lady Catherine de
Bourgh"	369167	369168	37	3
you	Elizabeth	369178	369181	37	3
I	"Right Honourable Lady Catherine de
Bourgh"	369202	369203	37	3
Mrs. Collins	Charlotte Lucas	369209	369221	37	3
you	Elizabeth	369232	369235	37	3
Mrs. Bennet	Mrs. Bennet	369291	369302	37	3
you	Elizabeth	369325	369328	37	3
father	Mr. Bennet	369362	369368	37	3
He	Mr. Bennet	369377	369379	37	3
father	Mr. Bennet	369428	369434	37	3
you	Elizabeth	369455	369458	37	3
mother	Mrs. Bennet	369468	369474	37	3
Daughters	NON-CHARACTER	369480	369489	37	3
father	NON-CHARACTER	369528	369534	37	3
you	Elizabeth	369543	369546	37	3
one	NON-CHARACTER	369612	369615	37	3
you	Elizabeth	369619	369622	37	3
you	Maria Lucas	369619	369622	37	3
I	"Right Honourable Lady Catherine de
Bourgh"	369645	369646	37	3
Dawson	Dawson	369696	369702	37	3
one	NON-CHARACTER	369773	369776	37	3
you	Maria Lucas	369780	369783	37	3
you	Elizabeth	369780	369783	37	3
I	"Right Honourable Lady Catherine de
Bourgh"	369838	369839	37	3
you	Elizabeth	369868	369871	37	3
you	Maria Lucas	369868	369871	37	3
you	Maria Lucas	369881	369884	37	3
you	Elizabeth	369881	369884	37	3
you	Elizabeth	369900	369903	37	3
you	Maria Lucas	369900	369903	37	3
You	"Right Honourable Lady Catherine de
Bourgh"	369914	369917	37	10
madam	"Right Honourable Lady Catherine de
Bourgh"	369936	369941	37	10
I	Elizabeth	369947	369948	37	10
we	Elizabeth	369957	369959	37	10
we	Maria Lucas	369957	369959	37	10
Lady Catherine	"Right Honourable Lady Catherine de
Bourgh"	369995	370009	37	10
Mrs. Collins	Charlotte Lucas	370028	370040	37	10
you	Charlotte Lucas	370042	370045	37	10
servant	NON-CHARACTER	370058	370065	37	10
them	Maria Lucas	370071	370075	37	10
them	Elizabeth	370071	370075	37	10
You	Charlotte Lucas	370077	370080	37	10
I	"Right Honourable Lady Catherine de
Bourgh"	370086	370087	37	10
I	"Right Honourable Lady Catherine de
Bourgh"	370114	370115	37	10
women	Elizabeth	370150	370155	37	10
women	Maria Lucas	370150	370155	37	10
themselves	Maria Lucas	370175	370185	37	10
themselves	Elizabeth	370175	370185	37	10
You	Charlotte Lucas	370210	370213	37	10
somebody	NON-CHARACTER	370236	370244	37	10
I	"Right Honourable Lady Catherine de
Bourgh"	370246	370247	37	10
women	NON-CHARACTER	370316	370321	37	10
Georgiana	Miss Darcy	370422	370431	37	10
I	"Right Honourable Lady Catherine de
Bourgh"	370462	370463	37	10
men-servants	men-servants	370495	370507	37	10
her	Miss Darcy	370516	370519	37	10
Miss Darcy	Miss Darcy	370521	370531	37	10
daughter	Miss Darcy	370537	370545	37	10
Mr. Darcy	Mr. Darcy (1)	370549	370558	37	10
Lady Anne	Lady Anne Darcy	370578	370587	37	10
I	"Right Honourable Lady Catherine de
Bourgh"	370651	370652	37	10
You	Charlotte Lucas	370699	370702	37	10
John	John	370713	370717	37	10
ladies	Maria Lucas	370733	370739	37	10
ladies	Elizabeth	370733	370739	37	10
Mrs. Collins	Charlotte Lucas	370741	370753	37	10
I	"Right Honourable Lady Catherine de
Bourgh"	370755	370756	37	10
me	"Right Honourable Lady Catherine de
Bourgh"	370780	370782	37	10
you	Charlotte Lucas	370838	370841	37	10
them	Elizabeth	370849	370853	37	10
them	Maria Lucas	370849	370853	37	10
servant	NON-CHARACTER	370889	370896	37	10
us	Elizabeth	370901	370903	37	10
us	Maria Lucas	370901	370903	37	10
man-servant	NON-CHARACTER	370935	370946	37	10
I	"Right Honourable Lady Catherine de
Bourgh"	370957	370958	37	10
you	Elizabeth	370972	370975	37	10
somebody	NON-CHARACTER	370981	370989	37	10
who	NON-CHARACTER	370990	370993	37	10
you	Maria Lucas	371030	371033	37	10
you	Elizabeth	371030	371033	37	10
you	Elizabeth	371076	371079	37	10
you	Maria Lucas	371076	371079	37	10
you	Maria Lucas	371109	371112	37	10
you	Elizabeth	371109	371112	37	10
Lady Catherine	"Right Honourable Lady Catherine de
Bourgh"	371136	371150	37	10
she	"Right Honourable Lady Catherine de
Bourgh"	371216	371219	37	10
them	NON-CHARACTER	371235	371239	37	10
herself	"Right Honourable Lady Catherine de
Bourgh"	371244	371251	37	10
Elizabeth	Elizabeth	371284	371293	37	10
her	"Right Honourable Lady Catherine de
Bourgh"	371319	371322	37	10
she	Elizabeth	371353	371356	37	10
she	Elizabeth	371384	371387	37	10
she	Elizabeth	371450	371453	37	10
she	Elizabeth	371465	371468	37	10
she	Elizabeth	371564	371567	37	10
uncle	Mr. Gardiner	370870	370875	37	10
uncle	Mr. Gardiner	370917	370922	37	10
He	Mr. Gardiner	370924	370926	37	10
he	Mr. Gardiner	370953	370955	37	10
Mr. Darcy	Mr. Darcy	371631	371640	37	15
she	Elizabeth	371650	371653	37	15
She	Elizabeth	371698	371701	37	15
writer	Mr. Darcy	371755	371761	37	15
she	Elizabeth	371799	371802	37	15
she	Elizabeth	371840	371843	37	15
she	Elizabeth	371884	371887	37	15
she	Elizabeth	371912	371915	37	15
him	Mr. Darcy	371944	371947	37	15
herself	Elizabeth	371978	371985	37	15
she	Elizabeth	372119	372122	37	15
him	Mr. Darcy	372141	372144	37	15
she	Elizabeth	372156	372159	37	15
him	Mr. Darcy	372239	372242	37	15
family	Mrs. Bennet	372363	372369	37	15
family	Lydia	372363	372369	37	15
family	Mary	372363	372369	37	15
family	Mr. Bennet	372363	372369	37	15
family	Kitty	372363	372369	37	15
They	Kitty	372405	372409	37	15
They	Mr. Bennet	372405	372409	37	15
They	Mary	372405	372409	37	15
They	Lydia	372405	372409	37	15
They	Mrs. Bennet	372405	372409	37	15
father	Mr. Bennet	372439	372445	37	15
them	Mrs. Bennet	372474	372478	37	15
them	Lydia	372474	372478	37	15
them	Mary	372474	372478	37	15
them	Kitty	372474	372478	37	15
himself	Mr. Bennet	372498	372505	37	15
daughters	Kitty	372553	372562	37	15
daughters	Lydia	372553	372562	37	15
mother	Mrs. Bennet	372572	372578	37	15
herself	Mrs. Bennet	372611	372618	37	15
Elizabeth	Elizabeth	372657	372666	37	15
Jane	Jane	372694	372698	37	15
Catherine	Kitty	372742	372751	37	15
Lydia	Lydia	372756	372761	37	15
they	Lydia	372773	372777	37	15
they	Kitty	372773	372777	37	15
mother	Mrs. Bennet	372802	372808	37	15
Catherine	Kitty	372866	372875	37	15
Lydia	Lydia	372924	372929	37	15
Lydia	Lydia	372989	372994	37	15
them	Jane	373042	373046	37	15
them	Elizabeth	373042	373046	37	15
They	Lydia	373058	373062	37	15
They	Kitty	373058	373062	37	15
officer	NON-CHARACTER	373113	373120	37	15
they	Lydia	373133	373137	37	15
they	Kitty	373133	373137	37	15
him	NON-CHARACTER	373155	373158	37	15
they	Kitty	373210	373214	37	15
they	Lydia	373210	373214	37	15
Jane	Jane	373257	373261	37	16
Mr. Darcy	Mr. Darcy	373307	373316	37	16
Bingley	Mr. Bingley	373345	373352	37	16
Jane	Jane	373414	373418	37	16
friend	Mr. Darcy	373583	373589	37	16
Jane	Jane	373732	373736	37	16
family	Mrs. Bennet	373794	373800	37	16
family	Mary	373794	373800	37	16
family	Lydia	373794	373800	37	16
family	Mr. Bennet	373794	373800	37	16
family	Kitty	373794	373800	37	16
Wickham	Mr. Wickham	373860	373867	37	16
her	Elizabeth	374032	374035	37	16
ladyship	"Right Honourable Lady Catherine de
Bourgh"	374220	374228	37	16
them	Elizabeth	374297	374301	37	16
them	Maria Lucas	374297	374301	37	16
Maria	Maria Lucas	374427	374432	37	16
herself	Maria Lucas	374441	374448	37	16
they	Maria Lucas	374543	374547	37	16
they	Elizabeth	374543	374547	37	16
Lady Catherine	"Right Honourable Lady Catherine de
Bourgh"	374556	374570	37	16
them	Elizabeth	374605	374609	37	16
them	Maria Lucas	374605	374609	37	16
them	Maria Lucas	374638	374642	37	16
them	Elizabeth	374638	374642	37	16
Miss de Bourgh	Miss de Bourgh	374684	374698	37	16
herself	Miss de Bourgh	374707	374714	37	16
both	Elizabeth	374761	374765	37	16
both	Maria Lucas	374761	374765	37	16
Elizabeth	Elizabeth	374788	374797	38	0
Mr. Collins	Mr. Collins	374802	374813	38	0
others	Charlotte Lucas	374857	374863	38	0
others	Maria Lucas	374857	374863	38	0
he	Mr. Collins	374878	374880	38	0
he	Mr. Collins	374941	374943	38	0
I	Mr. Collins	374978	374979	38	0
Miss Elizabeth	Elizabeth	374990	375004	38	0
he	Mr. Collins	375012	375014	38	0
Mrs. Collins	Charlotte Lucas	375025	375037	38	0
us	Mr. Collins	375096	375098	38	0
us	Charlotte Lucas	375096	375098	38	0
I	Mr. Collins	375104	375105	38	0
you	Elizabeth	375122	375125	38	0
I	Mr. Collins	375235	375236	38	0
you	Elizabeth	375244	375247	38	0
We	Charlotte Lucas	375249	375251	38	0
We	Mr. Collins	375249	375251	38	0
we	Mr. Collins	375392	375394	38	0
we	Charlotte Lucas	375392	375394	38	0
lady	Elizabeth	375458	375462	38	0
yourself	Elizabeth	375468	375476	38	0
I	Mr. Collins	375482	375483	38	0
you	Elizabeth	375489	375492	38	0
us	Charlotte Lucas	375506	375508	38	0
us	Mr. Collins	375506	375508	38	0
we	Charlotte Lucas	375550	375552	38	0
we	Mr. Collins	375550	375552	38	0
Elizabeth	Elizabeth	375638	375647	38	0
She	Elizabeth	375703	375706	38	0
Charlotte	Charlotte Lucas	375780	375789	38	0
she	Elizabeth	375815	375818	38	0
her	Elizabeth	375843	375846	38	0
Mr. Collins	Mr. Collins	375865	375876	38	0
me	Mr. Collins	375946	375948	38	0
you	Elizabeth	375977	375980	38	0
We	Mr. Collins	376021	376023	38	0
We	Charlotte Lucas	376021	376023	38	0
you	Elizabeth	376111	376114	38	0
society	"Right Honourable Lady Catherine de
Bourgh"	376132	376139	38	0
I	Mr. Collins	376233	376234	38	0
we	Mr. Collins	376241	376243	38	0
we	Charlotte Lucas	376241	376243	38	0
ourselves	Charlotte Lucas	376256	376265	38	0
ourselves	Mr. Collins	376256	376265	38	0
Lady Catherine	"Right Honourable Lady Catherine de
Bourgh"	376355	376369	38	0
family	"Right Honourable Lady Catherine de
Bourgh"	376372	376378	38	0
family	Miss de Bourgh	376372	376378	38	0
few	NON-CHARACTER	376444	376447	38	0
You	Elizabeth	376459	376462	38	0
we	Mr. Collins	376485	376487	38	0
we	Charlotte Lucas	376485	376487	38	0
You	Elizabeth	376493	376496	38	0
we	Charlotte Lucas	376517	376519	38	0
we	Mr. Collins	376517	376519	38	0
I	Mr. Collins	376548	376549	38	0
I	Mr. Collins	376626	376627	38	0
they	NON-CHARACTER	376697	376701	38	0
domestics	domestics	375366	375375	38	0
society	Miss de Bourgh	376132	376139	38	0
he	Mr. Collins	376807	376809	38	4
Elizabeth	Elizabeth	376852	376861	38	4
You	Elizabeth	376924	376927	38	4
us	Mr. Collins	376976	376978	38	4
us	Charlotte Lucas	376976	376978	38	4
cousin	Elizabeth	377007	377013	38	4
I	Mr. Collins	377015	377016	38	4
you	Elizabeth	377046	377049	38	4
myself	Mr. Collins	377025	377031	38	4
Lady Catherine	"Right Honourable Lady Catherine de
Bourgh"	377073	377087	38	4
Mrs. Collins	Charlotte Lucas	377110	377122	38	4
you	Elizabeth	377123	377126	38	4
I	Mr. Collins	377172	377173	38	4
friend	Charlotte Lucas	377209	377215	38	4
me	Mr. Collins	377302	377304	38	4
you	Elizabeth	377312	377315	38	4
Miss Elizabeth	Elizabeth	377325	377339	38	4
I	Mr. Collins	377346	377347	38	4
you	Elizabeth	377386	377389	38	4
Charlotte	Charlotte Lucas	377426	377435	38	4
I	Mr. Collins	377440	377441	38	4
us	Charlotte Lucas	377569	377571	38	4
us	Mr. Collins	377569	377571	38	4
We	Charlotte Lucas	377573	377575	38	4
We	Mr. Collins	377573	377575	38	4
"each
other"	Charlotte Lucas	377607	377617	38	4
"each
other"	Mr. Collins	377607	377617	38	4
Elizabeth	Elizabeth	377621	377630	38	4
she	Elizabeth	377744	377747	38	4
She	Elizabeth	377803	377806	38	4
lady	Charlotte Lucas	377878	377882	38	4
whom	Charlotte Lucas	377888	377892	38	4
Charlotte	Charlotte Lucas	377911	377920	38	4
her	Charlotte Lucas	377949	377952	38	4
she	Charlotte Lucas	377974	377977	38	4
visitors	Elizabeth	378053	378061	38	4
visitors	Maria Lucas	378053	378061	38	4
she	Charlotte Lucas	378074	378077	38	4
friends	Elizabeth	378402	378409	38	7
friends	Charlotte Lucas	378402	378409	38	7
Elizabeth	Elizabeth	378411	378420	38	7
Mr. Collins	Mr. Collins	378453	378464	38	7
they	Mr. Collins	378473	378477	38	7
they	Elizabeth	378473	378477	38	7
he	Mr. Collins	378501	378503	38	7
her	Elizabeth	378522	378525	38	7
family	Jane	378560	378566	38	7
family	Mrs. Bennet	378560	378566	38	7
family	Mary	378560	378566	38	7
family	Lydia	378560	378566	38	7
family	Mr. Bennet	378560	378566	38	7
family	Kitty	378560	378566	38	7
he	Mr. Collins	378611	378613	38	7
Mr.	Mr. Gardiner	378678	378681	38	7
Mrs. Gardiner	Mrs. Gardiner	378686	378699	38	7
He	Mr. Collins	378717	378719	38	7
her	Elizabeth	378732	378735	38	7
Maria	Maria Lucas	378740	378745	38	7
he	Mr. Collins	378808	378810	38	7
them	Maria Lucas	378829	378833	38	7
them	Elizabeth	378829	378833	38	7
they	Maria Lucas	378865	378869	38	7
they	Elizabeth	378865	378869	38	7
ladies	"Right Honourable Lady Catherine de
Bourgh"	378922	378928	38	7
ladies	Miss de Bourgh	378922	378928	38	7
he	Mr. Collins	378949	378951	38	7
you	Elizabeth	378960	378963	38	7
them	Miss de Bourgh	379026	379030	38	7
them	"Right Honourable Lady Catherine de
Bourgh"	379026	379030	38	7
you	Elizabeth	379080	379083	38	7
you	Maria Lucas	379080	379083	38	7
you	Maria Lucas	379090	379093	38	7
you	Elizabeth	379090	379093	38	7
Elizabeth	Elizabeth	379112	379121	38	7
Maria	Maria Lucas	379231	379236	38	7
we	Elizabeth	379301	379303	38	7
we	Maria Lucas	379301	379303	38	7
companion	Elizabeth	379389	379398	38	7
We	Maria Lucas	379414	379416	38	7
We	Elizabeth	379414	379416	38	7
I	Maria Lucas	379494	379495	38	7
Elizabeth	Elizabeth	379518	379527	38	7
I	Elizabeth	379559	379560	38	7
they	Maria Lucas	379703	379707	38	7
they	Elizabeth	379703	379707	38	7
Mr. Gardiner	Mr. Gardiner	379716	379728	38	7
they	Elizabeth	379744	379748	38	7
they	Maria Lucas	379744	379748	38	7
Jane	Jane	379777	379781	38	15
Elizabeth	Elizabeth	379799	379808	38	15
aunt	Mrs. Gardiner	379914	379918	38	15
them	Elizabeth	379936	379940	38	15
them	Maria Lucas	379936	379940	38	15
Jane	Jane	379946	379950	38	15
her	Elizabeth	379971	379974	38	15
she	Elizabeth	380087	380090	38	15
she	Elizabeth	380129	380132	38	15
Mr. Darcy	Mr. Darcy	380152	380161	38	15
she	Elizabeth	380188	380191	38	15
Jane	Jane	380254	380258	38	15
she	Elizabeth	380333	380336	38	15
she	Elizabeth	380478	380481	38	15
she	Elizabeth	380516	380519	38	15
she	Elizabeth	380557	380560	38	15
Bingley	Mr. Bingley	380635	380642	38	15
sister	Jane	380671	380677	38	15
ladies	Elizabeth	380744	380750	39	0
ladies	Jane	380744	380750	39	0
ladies	Maria Lucas	380744	380750	39	0
they	Maria Lucas	380840	380844	39	0
they	Jane	380840	380844	39	0
they	Elizabeth	380840	380844	39	0
Mr. Bennet	Mr. Bennet	380879	380889	39	0
them	Elizabeth	380913	380917	39	0
them	Jane	380913	380917	39	0
them	Maria Lucas	380913	380917	39	0
they	Elizabeth	380919	380923	39	0
they	Jane	380919	380923	39	0
they	Maria Lucas	380919	380923	39	0
coachman	coachman	380959	380967	39	0
Kitty	Kitty	380988	380993	39	0
Lydia	Lydia	380998	381003	39	0
girls	Lydia	381054	381059	39	0
girls	Kitty	381054	381059	39	0
milliner	milliner (1)	381138	381146	39	0
sentinel	sentinel	381161	381169	39	0
sisters	Jane	381238	381245	39	0
sisters	Elizabeth	381238	381245	39	0
they	Kitty	381247	381251	39	0
they	Lydia	381247	381251	39	0
we	Lydia	381418	381420	39	0
we	Kitty	381418	381420	39	0
you	Elizabeth	381435	381438	39	0
you	Jane	381435	381438	39	0
you	Maria Lucas	381435	381438	39	0
Lydia	Lydia	381451	381456	39	0
you	Elizabeth	381463	381466	39	0
you	Jane	381463	381466	39	0
us	Kitty	381477	381479	39	0
us	Lydia	381477	381479	39	0
we	Lydia	381495	381497	39	0
we	Kitty	381495	381497	39	0
I	Lydia	381584	381585	39	0
I	Lydia	381611	381612	39	0
I	Lydia	381649	381650	39	0
I	Lydia	381659	381660	39	0
I	Lydia	381690	381691	39	0
I	Lydia	381727	381728	39	0
I	Lydia	381750	381751	39	0
sisters	Kitty	381794	381801	39	0
sisters	Jane	381794	381801	39	0
sisters	Elizabeth	381794	381801	39	0
she	Lydia	381821	381824	39	0
I	Lydia	381923	381924	39	0
I	Lydia	381989	381990	39	0
one	NON-CHARACTER	382063	382066	39	0
shire	officers	382100	382105	39	0
they	officers	382129	382133	39	0
they	officers	382167	382171	39	4
Elizabeth	Elizabeth	382187	382196	39	4
They	officers	382232	382236	39	4
I	Lydia	382281	382282	39	4
papa	Mr. Bennet	382294	382298	39	4
us	Lydia	382307	382309	39	4
us	Elizabeth	382307	382309	39	4
us	Jane	382307	382309	39	4
us	Mary	382307	382309	39	4
us	Kitty	382307	382309	39	4
us	Mrs. Bennet	382307	382309	39	4
all	Mrs. Bennet	382310	382313	39	4
all	Kitty	382310	382313	39	4
all	Mary	382310	382313	39	4
all	Jane	382310	382313	39	4
all	Elizabeth	382310	382313	39	4
all	Lydia	382310	382313	39	4
I	Lydia	382377	382378	39	4
Mamma	Mrs. Bennet	382423	382428	39	4
we	Mrs. Bennet	382505	382507	39	4
we	Lydia	382505	382507	39	4
we	Elizabeth	382505	382507	39	4
we	Jane	382505	382507	39	4
we	Mary	382505	382507	39	4
we	Kitty	382505	382507	39	4
Elizabeth	Elizabeth	382537	382546	39	4
us	Elizabeth	382613	382615	39	4
us	Kitty	382613	382615	39	4
us	Mary	382613	382615	39	4
us	Jane	382613	382615	39	4
us	Lydia	382613	382615	39	4
us	Mrs. Bennet	382613	382615	39	4
soldiers	officers	382671	382679	39	4
us	Mrs. Bennet	382684	382686	39	4
us	Lydia	382684	382686	39	4
us	Mary	382684	382686	39	4
us	Elizabeth	382684	382686	39	4
us	Kitty	382684	382686	39	4
who	Kitty	382688	382691	39	4
who	Elizabeth	382688	382691	39	4
who	Lydia	382688	382691	39	4
who	Mrs. Bennet	382688	382691	39	4
who	Mary	382688	382691	39	4
regiment	officers	382730	382738	39	4
militia	officers	382742	382749	39	4
I	Lydia	382792	382793	39	4
you	Elizabeth	382817	382820	39	4
Lydia	Lydia	382828	382833	39	4
they	Lydia	382838	382842	39	4
they	Elizabeth	382838	382842	39	4
they	Kitty	382838	382842	39	4
they	Jane	382838	382842	39	4
you	Elizabeth	382871	382874	39	4
person	Mr. Wickham	382938	382944	39	4
we	Elizabeth	382945	382947	39	4
we	Lydia	382945	382947	39	4
we	Kitty	382945	382947	39	4
Jane	Jane	382960	382964	39	4
Elizabeth	Elizabeth	382969	382978	39	4
each other	Jane	382989	382999	39	4
each other	Elizabeth	382989	382999	39	4
waiter	waiter	383009	383015	39	4
he	waiter	383025	383027	39	4
Lydia	Lydia	383043	383048	39	4
You	Elizabeth	383124	383127	39	4
waiter	waiter	383140	383146	39	4
he	waiter	383168	383170	39	4
I	Lydia	383178	383179	39	4
he	waiter	383189	383191	39	4
I	Lydia	383227	383228	39	4
he	waiter	383250	383252	39	4
fellow	waiter	383264	383270	39	4
I	Lydia	383272	383273	39	4
he	waiter	383282	383284	39	4
I	Lydia	383294	383295	39	4
Wickham	Mr. Wickham	383379	383386	39	4
waiter	waiter	383405	383411	39	4
Wickham	Mr. Wickham	383446	383453	39	4
Mary King	Miss King	383465	383474	39	4
you	Elizabeth	383488	383491	39	4
She	Miss King	383493	383496	39	4
uncle	uncle	383517	383522	39	4
Wickham	Mr. Wickham	383551	383558	39	4
we	Jane	382945	382947	39	4
they	Maria Lucas	382838	382842	39	4
we	Maria Lucas	382945	382947	39	4
Mary King	Miss King	383575	383584	39	10
Elizabeth	Elizabeth	383601	383610	39	10
She	Miss King	383664	383667	39	10
she	Miss King	383703	383706	39	10
him	Mr. Wickham	383713	383716	39	10
I	Jane	383725	383726	39	10
Jane	Jane	383784	383788	39	10
I	Lydia	383792	383793	39	10
I	Lydia	383823	383824	39	10
he	Mr. Wickham	383845	383847	39	10
her	Miss King	383879	383882	39	10
who	NON-CHARACTER	383884	383887	39	10
thing	Miss King	383929	383934	39	10
Elizabeth	Elizabeth	383938	383947	39	10
herself	Elizabeth	384026	384033	39	10
all	Elizabeth	384151	384154	39	10
all	Lydia	384151	384154	39	10
all	Jane	384151	384154	39	10
ones	Jane	384178	384182	39	10
ones	Elizabeth	384178	384182	39	10
party	Elizabeth	384253	384258	39	10
party	Jane	384253	384258	39	10
party	Lydia	384253	384258	39	10
party	Kitty	384253	384258	39	10
all	Kitty	384151	384154	39	10
Kitty	Kitty	384336	384341	39	10
Lydia	Lydia	384348	384353	39	10
we	Lydia	384399	384401	39	10
we	Kitty	384399	384401	39	10
we	Jane	384399	384401	39	10
we	Elizabeth	384399	384401	39	10
Lydia	Lydia	384429	384434	39	10
I	Lydia	384437	384438	39	10
I	Lydia	384447	384448	39	10
us	Lydia	384534	384536	39	10
us	Elizabeth	384534	384536	39	10
us	Jane	384534	384536	39	10
us	Kitty	384534	384536	39	10
us	Kitty	384633	384635	39	10
us	Lydia	384633	384635	39	10
you	Elizabeth	384662	384665	39	10
you	Jane	384662	384665	39	10
you	Jane	384676	384679	39	10
you	Elizabeth	384676	384679	39	10
you	Elizabeth	384696	384699	39	10
you	Jane	384696	384699	39	10
men	NON-CHARACTER	384718	384721	39	10
you	Jane	384728	384731	39	10
you	Elizabeth	384728	384731	39	10
I	Lydia	384750	384751	39	10
one	NON-CHARACTER	384776	384779	39	10
you	Elizabeth	384783	384786	39	10
you	Jane	384783	384786	39	10
husband	NON-CHARACTER	384804	384811	39	10
you	Elizabeth	384819	384822	39	10
you	Jane	384819	384822	39	10
Jane	Jane	384834	384838	39	10
maid	NON-CHARACTER	384860	384864	39	10
I	Lydia	384871	384872	39	10
She	Jane	384882	384885	39	10
I	Lydia	384932	384933	39	10
Phillips	Mrs. Phillips	384998	385006	39	10
you	Jane	385013	385016	39	10
you	Elizabeth	385013	385016	39	10
husbands	NON-CHARACTER	385027	385035	39	10
you	Mrs. Phillips	385037	385040	39	10
She	Mrs. Phillips	385054	385057	39	10
Lizzy	Elizabeth	385063	385068	39	10
"Mr.
Collins"	Mr. Collins	385091	385102	39	10
I	Lydia	385108	385109	39	10
I	Lydia	385170	385171	39	10
any	Jane	385205	385208	39	10
any	Elizabeth	385205	385208	39	10
any	Kitty	385205	385208	39	10
you	Kitty	385212	385215	39	10
you	Elizabeth	385212	385215	39	10
you	Jane	385212	385215	39	10
I	Lydia	385226	385227	39	10
you	Jane	385243	385246	39	10
you	Elizabeth	385243	385246	39	10
you	Kitty	385243	385246	39	10
me	Lydia	385276	385278	39	10
we	Lydia	385280	385282	39	10
we	Kitty	385280	385282	39	10
Colonel Forster	Colonel Forster	385329	385344	39	10
Kitty	Kitty	385348	385353	39	10
me	Lydia	385358	385360	39	10
Mrs. Forster	Mrs. Forster	385394	385406	39	10
Mrs. Forster	Mrs. Forster	385468	385480	39	10
